Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
High income,58.9797147381261,59.1514209785786,59.2216018373215,59.6854220580838,59.9106561197921,60.3275200888987,60.8283387882498,60.9495398271563,61.3251382196741,61.6964489939695,61.7892621170986,61.9109702238121,62.1500827866999,62.3469256153888,62.7948887567402,63.2036834026229,63.3427258070962,63.6879887264293,63.7990015989536,63.7824115274897,63.8671475887043,64.2375908218432,64.5282704067698,64.9247536529795,65.1490105903231,65.7356051388625,66.2414479263745,66.7433285074863,67.3901284819084,66.7726261055473,67.6614613158982,68.5234394489911
"Hong Kong SAR, China",53.769,52.459,52.961,53.944,54.445,54.949,55.389,56.18,56.413,56.641,58.661,60.271,60.016,60.362,60.535,61.42,61.907,61.995,62.103,60.623,61.922,62.737,64.084,64.449,64.968,65.434,66.135,66.697,66.785,66.578,66.955,65.919
Honduras,45.042,45.496,46.009,45.8,46.276,46.255,46.545,46.721,46.409,44.636,44.18,43.733,43.293,42.862,42.437,39.47,38.847,40.494,41.889,43.709,40.685,39.402,44.569,47.333,48.049,47.417,46.997,51.862,48.672,49.062,50.959,51.33
Heavily indebted poor countries (HIPC),63.9528254950456,63.8917314962998,63.7180882031038,63.6843182164513,63.8764149927494,63.9210198174432,63.9076096159966,63.9205658705149,63.9584815120358,63.9759237874585,64.0676894942053,64.1011606493249,64.0822787505629,64.1352744047518,64.1534695363703,63.9141590631191,63.6329731270489,63.3852470068824,63.0540620137078,62.744211237104,62.4235226616946,61.9709684126021,61.876319597356,61.7626742999328,61.6025197710465,61.6828046447849,61.5770174205311,61.5555547023697,61.3143747125803,60.701977084591,60.8936996610123,60.6462392260585
Croatia,55.288,55.353,55.334,55.267,55.332,55.444,55.477,55.504,55.524,55.534,55.556,55.58,54.19,55.225,54.308,54.655,58.296,58.995,60.346,59.748,57.805,58.15,58.757,61.607,62.605,61.225,61.692,62.001,61.786,61.735,63.742,65.371
Haiti,58.292,58.37,58.453,58.542,58.638,58.582,58.531,58.488,58.455,58.431,58.742,59.055,59.372,59.688,60.004,60.461,60.933,61.398,61.876,62.308,62.95,62.973,63.295,63.654,63.807,63.946,64.151,64.285,64.026,63.447,64.191,62.622
Hungary,57.341,57.296,54.948,52.699,50.343,49.569,48.654,50.625,51.943,52.347,51.966,52.346,53.651,53.535,54.892,55.376,54.977,54.846,55.073,56.309,56.531,57.903,58.446,60.59,62.091,63.358,64.119,64.827,65.19,65.234,71.188,72.12
IBRD only,55.5542842864484,55.4749441611138,55.1640188688139,55.1849865696205,55.160371819542,54.98800197499,54.8966609654137,54.8756725494957,55.0306372075717,54.9252084289326,54.5851703576878,54.22989149455,53.9677763642172,53.7397700478976,53.5806973792818,53.3029799016236,53.2242443578892,52.7940739992729,52.5295729904427,52.0466850617747,51.8247276756793,51.5859479136613,51.3686192686323,51.2566239968672,51.2752566263421,51.2778469049242,51.1889130111807,51.1153504293177,51.0895334710844,49.552965930995,50.7317950414357,51.1706710532985
IDA & IBRD total,54.4907710326645,54.4051049440245,54.1503430935108,54.1820885888989,54.1131518907783,53.985898318566,53.9215065400635,53.9250150128248,54.0393260982255,53.9415055810978,53.6377746238468,53.3311122510721,53.1194690504153,52.9377927699486,52.8062445760693,52.5509515114236,52.454109771083,52.0903396730757,51.8785724685859,51.4975101076218,51.3089663273403,51.0877896151451,50.939372479649,50.8650494752387,50.9334639100422,50.9151520577897,50.889046945419,50.79834174967,50.8092835889272,49.529417383445,50.5139516405232,50.8039458683122
IDA total,49.5946426056009,49.5237524373577,49.5728448020779,49.7020284321075,49.4833093250562,49.5968995665191,49.686113287776,49.8347277364155,49.8181486285763,49.7973929668712,49.6891500685313,49.6231567945576,49.6548631337973,49.6954110987018,49.7069110942907,49.5763862084748,49.4473241219634,49.37722250639,49.4017237341208,49.4383282201481,49.4037007031661,49.2731656210786,49.3959454024742,49.4761977356414,49.7394847776327,49.6693173249624,49.8777435436009,49.7497925564828,49.9006125796641,49.4546174816511,49.8361307465012,49.6966285787427
IDA blend,41.3346756041751,41.5903932199886,41.8661764682846,42.1367948947768,41.3738228487551,41.7953453329237,42.2266828459652,42.2891855799845,42.4345370707646,42.5512456259934,42.4126484123055,42.3790626841014,42.6851027032398,42.9540152703422,43.1515598408708,43.3463383947423,43.373897606847,43.4098472451767,43.7208892573741,44.0245989564552,44.0533179577509,44.0437148832461,44.0662380808412,44.0026511568655,44.2994206692692,43.7958464212796,43.3158721928545,42.811608646866,43.505213966269,43.311917519343,43.904817887373,44.0176962197473
Indonesia,51.342,52.115,51.131,52.548,52.462,52.369,51.427,52.759,52.982,53.42,51.859,49.99,49.591,48.974,48.022,48.044,51.944,52.612,52.43,53.15,53.454,54.044,53.208,53.06,53.171,53.386,54.32,55.564,56.296,55.459,54.406,54.621
IDA only,53.5699185331466,53.3338172244453,53.2622931515007,53.3229989053762,53.3694895432547,53.351279127592,53.2929428869291,53.4970570309442,53.4124354987175,53.3455920272856,53.2735309861817,53.1930181678385,53.0835122505505,53.0107456248936,52.9288476106076,52.635356210175,52.4289959732821,52.3093580655866,52.1963054289338,52.1056172130864,52.0400953488989,51.8445987071748,52.0108521211861,52.1549894127408,52.3949734035504,52.5272840205284,53.0613685581912,53.107980766665,52.9876375489091,52.4131866013436,52.6888181169826,52.427151324918
India,29.152,29.234,29.352,29.517,29.93,30.351,30.781,31.219,31.666,32.121,32.021,31.93,31.849,31.777,31.713,31.413,31.114,30.818,30.525,30.235,29.364,28.509,28.539,28.561,28.555,28.525,28.444,28.339,28.245,27.783,28.722,29.924
Ireland,46.646,46.477,48.407,49.706,50.118,51.752,52.915,55.578,57.904,59.059,59.182,60.324,60.74,60.974,63.85,64.477,66.108,65.926,65.27,64.497,64.474,64.64,65.504,65.294,65.287,66.314,66.665,67.155,67.448,66.218,69.81,71.823
"Iran, Islamic Rep.",10.378,10.514,10.657,10.805,10.956,11.114,11.906,12.738,13.612,14.527,15.483,16.487,17.519,18.576,19.672,18.993,17.919,15.583,16.453,16.021,14.502,15.668,14.166,13.828,15.345,17.382,18.762,18.904,18.406,15.112,14.524,15.113
Iraq,9.11,9.144,9.178,9.209,9.234,9.264,9.286,9.592,9.908,10.236,10.575,10.924,11.288,11.668,12.06,12.466,12.886,12.823,12.752,12.677,12.602,12.524,13.454,14.436,14.905,15.392,11.89,11.933,11.971,11.374,11.56,11.664
Iceland,76.677,77.743,78.247,79.01,81.823,80.259,79.085,81.175,83.256,85.82,84.694,83.687,84.013,82.058,82.51,83.289,82.621,81.66,81.099,81.676,81.56,82.529,83.302,84.55,85.804,86.249,85.805,84.555,84.478,82.176,82.055,84.054
Israel,54.025,55.58,56.948,58.847,59.905,59.839,59.846,59.701,61.142,62.408,62.563,62.098,63.147,63.664,64.288,64.79,65.361,65.257,66.136,66.463,66.12,68.351,68.277,69.453,69.372,69.663,69.704,70.351,70.203,68.923,69.508,71.192
Italy,44.848,42.633,42.218,42.462,42.706,43.434,44.001,44.885,45.952,46.651,47.54,48.533,49.406,51.073,50.895,51.246,50.987,51.979,51.436,51.371,51.807,53.824,54.01,54.867,54.548,55.622,56.32,56.587,56.888,55.05,55.667,56.769
Jamaica,69.23,68.77,68.256,67.689,67.061,66.38,65.653,64.874,63.711,62.661,61.605,61.04,60.505,60.254,60.006,59.756,59.494,59.224,57.14,55.691,56.375,56.865,57.744,58.348,62.76,61.853,62.916,62.675,64.402,62.149,64.905,64.085
Jordan,11.604,11.725,11.831,11.97,12.161,12.189,12.268,12.372,12.48,12.583,11.996,12.648,11.551,11.837,12.124,12.347,15.31,14.859,15.558,15.421,15.388,14.796,13.756,12.953,14.303,15.846,17.508,15.461,14.457,15.866,14.802,14.511
Japan,58.174,58.486,58.431,58.559,58.681,59.161,59.948,60.062,59.831,59.914,60.417,60.193,60.277,60.631,61.261,61.793,62.334,62.791,63.301,63.528,63.48,63.831,65.435,66.561,67.265,68.621,70.055,71.89,73.305,73.223,73.917,75.011
Kazakhstan,71.452,71.72,72.111,72.605,72.903,72.867,72.742,72.68,72.516,72.244,71.997,71.93,72.447,72.55,72.51,73.054,73.968,74.779,74.292,73.884,73.603,73.447,73.408,73.421,73.459,73.503,73.574,73.665,73.83,73.072,74.078,73.122
Kenya,70.745,70.824,70.92,71.025,71.133,71.22,71.281,71.34,71.403,71.421,71.434,71.446,71.457,71.469,71.483,71.499,71.517,71.536,71.558,71.589,71.629,71.671,71.711,71.75,71.784,71.812,71.994,72.189,72.39,71.706,72.597,72.527
Kyrgyz Republic,65.027,66.249,67.616,69.542,70.138,69.653,68.918,68.809,68.545,68.109,67.691,67.741,67.241,66.752,66.803,66.55,65.813,65.032,64.658,64.559,63.357,60.185,57.568,57.416,57.52,56.609,53.671,54.935,54.841,56.198,55.727,56.656
Cambodia,77.493,77.183,77.077,81.235,80.665,80.413,79.546,78.596,77.627,76.689,75.732,74.757,73.765,72.762,71.746,70.712,69.661,68.598,67.532,66.458,65.377,64.292,65.617,66.94,68.261,69.568,70.86,72.136,73.398,72.868,74.003,73.862
"Korea, Rep.",49.444,49.435,49.578,50.414,51.039,51.58,52.555,49.925,50.47,52.181,53.062,53.684,53.066,54.484,54.706,55.095,55.085,55.031,54.264,54.736,55.125,55.34,55.768,57.211,58.11,58.524,59.178,59.489,60.076,59.179,60.05,61.993
Kuwait,42.306,41.991,42.322,43.535,44.09,44.602,44.726,44.857,45.04,45.31,45.693,46.203,46.829,47.148,47.316,47.245,47.262,47.489,47.919,48.545,49.343,50.152,50.834,51.185,51.258,51.202,51.324,51.051,50.816,48.334,49.244,50.247
Latin America & Caribbean (excluding high income),45.3400761104845,46.0626687600849,46.9479496649951,47.7974496795368,48.7365745471437,48.5381137091053,49.8119883611792,50.366437959705,50.7547417566158,50.9339294792708,51.5085544480497,52.0829183169213,52.7488160902174,53.742381511443,54.3909903900292,54.8455643966305,54.9378364619717,54.8694044418275,55.6489198340662,55.0926786963672,54.6510023711871,55.3495903444067,55.2663970461941,55.0535520013833,55.4818905684285,55.8576097444999,56.3405837383373,56.912385973008,57.6026063359843,53.387948948576,56.2019026852613,57.2266452718979
Lao PDR,66.534,66.29,66.013,65.548,65.163,64.78,64.419,64.285,63.901,63.621,63.342,63.048,62.742,62.421,62.054,61.615,61.266,60.933,60.641,60.328,60.06,59.815,59.59,59.402,59.205,59.008,58.853,58.745,58.681,58.158,58.273,58.804
Lebanon,20.383,20.68,20.947,21.195,21.439,21.497,21.587,21.701,21.821,21.926,21.89,21.893,21.933,22.028,22.341,22.656,22.973,23.642,24.324,25.02,25.732,26.461,27.212,27.984,28.891,29.939,31.0,32.061,33.12,29.996,31.403,31.267
Liberia,72.65,72.619,72.601,72.603,72.612,72.671,72.887,72.972,73.052,73.179,73.185,73.211,73.139,73.177,73.208,73.232,73.259,73.275,73.29,73.323,73.336,73.36,73.412,73.437,73.464,73.488,73.535,73.582,73.62,72.883,73.405,73.531
Libya,30.248,30.612,31.001,31.39,31.768,32.135,32.477,32.806,33.141,33.514,33.914,34.312,34.692,35.044,35.361,35.563,35.685,35.778,35.868,35.969,36.184,36.427,36.433,36.453,36.497,36.614,36.729,36.837,36.951,35.627,36.194,36.992
St. Lucia,53.021,53.597,54.195,54.808,55.438,56.088,56.741,57.415,58.09,58.762,59.378,60.248,61.098,61.962,62.835,63.736,64.636,65.552,66.473,67.388,68.289,71.378,70.074,70.453,70.827,71.22,71.634,71.557,71.857,68.471,70.996,70.827
Latin America & Caribbean,45.2250323800603,45.9793040157225,46.8173911739926,47.5982594518537,48.5034023999769,48.393084716798,49.5879494492181,50.1246542063587,50.4641410433098,50.6023136666426,51.1554944733482,51.6426978321722,52.2391785377464,53.2304932982936,53.9818561996183,54.4652965023375,54.5728327126179,54.5936860458842,55.3326445435598,54.8335565615572,54.5065412517377,55.1665286843808,55.0835105969762,54.9143087344045,55.287784131574,55.616960266092,56.008833631853,56.5326070526602,57.053484654051,52.9276346904899,55.5840544656476,56.5892249841498
Least developed countries: UN classification,55.0202317253297,54.9212304010155,54.7958449600253,54.8439928283671,54.9824108839814,55.0177917223479,55.0087027853751,55.0319364588502,55.029455162338,54.9586558417887,54.9081828564719,54.8449926455663,54.7509840144059,54.7155563613178,54.6721264694759,54.4442531120696,54.3279348590883,54.2225612206735,54.0860050739164,53.9708639021345,53.8525849519252,53.6895909794813,53.6972307437112,53.7057462377624,53.8038410593383,53.9063485152019,54.4626893771614,54.5248445844191,54.4094029564599,53.8953719231547,54.1797485239054,53.8215890255588
Low income,60.8886438401607,60.8775351514727,60.6709479002033,60.6207683926542,60.884708138431,60.9188706453883,60.8969577930679,60.8543542645002,60.9299197513,60.9935373129608,60.9263332080432,60.7737441945195,60.5983908702501,60.484214462677,60.3213126193329,59.7837357901775,59.3424544027814,58.991162968527,58.6783552071987,58.4009749739424,58.2220884361511,57.8923815804488,57.943077400979,58.0372883771231,58.1586815724841,58.1689857959964,58.1650996821718,57.9735307873284,57.7298929664025,56.985147790601,57.1487709946995,56.7554876754765
Sri Lanka,44.598,40.164,41.057,41.342,38.839,38.757,38.553,45.352,41.315,39.894,39.604,39.318,39.037,38.754,38.47,38.199,37.952,37.716,37.477,37.229,37.001,35.728,37.075,36.653,39.212,39.093,40.076,37.006,38.141,35.696,36.6,36.242
Lower middle income,37.3843162633499,37.4005891136126,37.4826975860938,37.64501353209,37.6270453115776,37.8188228887985,37.9773222258788,38.2272799627794,38.4474022515877,38.5650411782881,38.5086323354145,38.3604331755075,38.3670245028273,38.3560486917401,38.4617569267084,38.388375239495,38.3009875763222,38.0420546123981,38.0575793138403,37.9635546772681,37.5163230833151,37.1080742235678,37.1708623727367,37.2001806827075,37.2987280005189,37.2849445322162,37.2506029002975,37.0440246971137,37.0358469488412,36.3041467878682,36.9825225898677,37.3172118186852
Low & middle income,54.4976493356686,54.4024149361404,54.1447758919098,54.1810767135101,54.119510332334,53.9992215396115,53.9351709230062,53.945667638042,54.0669771485299,53.9626594131062,53.6543601492549,53.3837555807198,53.1825666786268,52.9925280169185,52.8511892658259,52.5928081633529,52.4978812856039,52.1186523534009,51.8944873849766,51.4994738712967,51.3009235195737,51.0676757248381,50.9166647682725,50.8300862382143,50.903455545538,50.885108315559,50.8565374956326,50.7646176025763,50.7877351541209,49.5102670978955,50.5004374219654,50.7865058037191
Lesotho,67.971,68.079,68.178,68.3,68.418,68.519,68.617,68.71,68.804,68.185,67.556,66.917,66.266,65.604,64.929,64.238,63.524,62.798,62.071,61.343,60.613,59.884,59.164,59.274,59.399,59.455,59.515,59.592,59.676,59.128,59.339,59.519
Late-demographic dividend,71.5024909698145,71.3354066588277,71.1088054938987,70.8810694097355,70.7946779720658,70.4665705831522,70.2651661775703,70.0700413050067,70.2449543952896,70.1091931866241,69.7612737263595,69.4738583037534,69.1075854513559,68.8072452308149,68.6021354447205,68.2039365009837,67.8715706539481,67.4256325749384,67.125618486577,66.5323554156573,66.6234574900065,66.5806762211025,66.4654744873025,66.5544211082031,66.7284441050718,66.7941149731051,66.9056026772914,66.9672715605578,67.1386724790799,65.7739769987774,67.3468692466385,67.5874364660491
Lithuania,70.422,69.792,69.187,68.589,68.0,67.404,66.772,66.12,68.344,67.596,66.366,65.589,69.155,65.455,65.057,64.442,64.697,65.408,67.576,68.573,69.345,70.116,70.375,71.712,72.684,74.054,74.709,75.876,76.94,77.221,77.292,77.757
Luxembourg,44.382,48.344,46.547,47.552,44.616,46.233,47.645,48.163,50.956,51.416,52.633,54.085,54.192,56.418,57.6,58.261,58.921,59.573,61.482,61.097,61.499,63.496,64.269,65.313,66.718,65.601,67.283,68.393,68.468,70.01,71.218,71.528
Latvia,61.656,62.964,63.624,63.7,63.887,63.975,64.529,64.264,62.247,61.867,63.704,65.387,65.276,64.815,65.504,67.106,68.463,71.079,71.419,71.398,70.584,72.515,72.189,71.948,73.197,74.449,74.812,75.739,75.791,76.678,73.874,75.595
"Macao SAR, China",50.016,51.248,53.119,55.015,56.916,58.773,60.528,59.964,61.195,62.322,62.142,61.869,58.766,60.058,62.158,64.153,68.071,69.372,70.235,69.86,71.279,71.01,71.81,72.526,72.41,72.062,71.685,72.141,72.183,70.707,72.267,72.53
Morocco,24.234,24.417,24.595,24.791,25.028,25.229,25.488,25.77,26.045,26.289,26.544,25.943,26.242,26.536,26.821,27.123,27.419,27.727,27.363,27.006,26.595,25.757,26.186,26.306,25.928,24.813,23.944,23.76,23.567,22.371,22.364,21.241
Moldova,62.799,62.944,63.074,63.152,63.169,63.183,63.125,63.134,63.134,63.125,61.565,61.252,60.138,58.578,58.153,60.149,60.732,61.264,62.064,64.703,66.303,67.023,67.259,71.482,72.081,71.576,70.055,68.547,70.942,70.529,72.923,73.27
Madagascar,85.507,85.49,85.478,85.469,85.482,85.545,85.618,85.689,85.753,85.804,85.871,85.85,85.887,85.896,85.889,85.823,85.743,85.649,85.54,85.42,85.289,85.152,85.013,84.869,84.724,84.663,84.616,84.58,84.557,83.626,84.163,84.05
Maldives,21.797,23.349,24.959,26.627,28.327,30.145,32.006,33.916,35.867,37.862,37.929,38.0,38.072,38.145,38.216,38.162,37.965,37.756,37.573,38.134,38.719,39.328,39.959,40.663,41.433,42.218,43.235,43.647,43.684,40.956,42.54,44.001
Middle East & North Africa,18.4218972840392,18.7779109792508,18.7785829306594,19.178026983162,19.016295309874,18.9173273503388,18.9591416730159,19.0310158162089,19.6855179424173,19.9665802614971,20.0816793024115,19.7153992220804,20.1777081474866,20.6006430529071,21.0520485739003,21.1597734294618,21.3990383228013,20.5710535251306,20.9674795892436,20.9818376337011,20.7301534613282,20.9921002287043,20.9501480910262,20.942278175446,21.455731142714,22.1073616109099,21.688486969903,20.9150220595951,20.3935759248823,19.3863609806296,19.828075040186,20.1666806848332
Mexico,35.793,36.627,37.551,38.132,39.512,39.605,41.742,41.422,40.605,41.003,40.361,40.499,41.249,42.53,43.663,44.967,45.487,45.291,45.856,45.743,46.251,47.385,47.451,46.524,46.973,47.111,46.817,47.404,49.021,45.103,48.409,49.984
Middle income,54.0817102213912,53.9773978082839,53.7120382978769,53.7501571306804,53.6628393722311,53.529189339319,53.4602318997345,53.4717542718036,53.5925692214029,53.4732521800482,53.1443893980422,52.8598468670922,52.6503769121317,52.4487593517818,52.3024137391805,52.0565120107088,51.9791792629218,51.5899524033158,51.3644089543567,50.9514823522918,50.7420478733102,50.5076628170668,50.3321847890024,50.222075684818,50.281502108462,50.2489220906439,50.2049374301727,50.107750603908,50.1403144441901,48.7966669433887,49.8513002850202,50.1855647014396
North Macedonia,51.212,50.786,50.385,49.952,49.416,48.837,46.84,46.807,46.806,47.766,47.792,47.785,50.11,49.899,49.686,48.555,50.144,49.878,49.914,48.379,51.097,50.569,52.443,52.339,51.888,51.027,51.792,51.6,54.609,53.819,53.088,52.235
Mali,62.653,62.613,62.592,62.574,62.552,62.501,62.46,62.433,62.4,62.353,62.316,62.263,62.229,62.191,62.177,62.136,62.106,62.086,62.07,62.058,62.006,61.968,61.949,61.94,63.252,61.642,60.004,57.497,55.013,51.986,52.131,52.363
Malta,31.385,32.039,32.749,33.143,33.513,34.305,35.135,35.387,35.869,35.551,35.176,36.754,36.352,33.563,36.179,36.542,38.908,40.364,41.229,42.579,44.827,49.094,52.256,54.575,55.735,58.138,60.339,63.807,65.47,67.612,69.125,72.74
Myanmar,74.129,73.073,72.475,71.702,71.004,70.384,69.87,69.33,68.197,66.776,65.643,64.469,63.157,61.918,60.727,59.632,58.675,57.885,57.123,56.489,56.165,55.75,55.301,54.932,54.664,53.177,51.678,52.574,50.397,48.795,44.883,45.005
Middle East & North Africa (excluding high income),17.4525158861143,17.7723486739211,17.7074430246245,18.0825198113052,17.8593877582999,17.7229725104938,17.7440514195232,17.7983646635436,18.4537585765124,18.7459393282344,18.8679355937351,18.4456466498282,18.8762250129749,19.2887546862523,19.7211652231166,19.7605504418995,19.9959292339617,19.0258100558891,19.4102493286111,19.2653963689445,18.8348771259172,18.9745509007704,18.8795782679152,18.7760275511184,19.228060407832,19.8341132968161,19.5569765621561,18.479603959779,17.6088204367288,16.0639210111215,16.3034372844417,16.6140744889454
Montenegro,49.381,49.612,49.831,49.933,50.002,50.091,50.183,50.227,50.604,50.656,50.816,50.983,51.151,51.299,51.444,51.44,51.417,51.396,51.49,51.436,51.422,52.996,53.635,56.753,58.358,58.382,58.546,59.717,62.171,57.789,59.274,61.544
Mongolia,60.057,60.536,60.662,60.49,60.117,59.988,59.781,59.608,59.447,59.388,59.253,59.049,58.768,58.651,58.56,58.475,58.383,56.661,56.583,57.073,57.857,57.365,56.881,57.396,57.034,55.979,57.009,55.122,59.186,57.014,54.678,57.207
Mozambique,87.32,87.417,87.525,87.61,87.682,87.672,87.675,87.236,86.788,86.332,85.871,85.403,84.926,84.441,83.947,83.445,82.935,82.415,81.887,81.349,80.803,80.247,79.683,79.11,78.526,78.572,78.631,78.701,78.775,78.029,78.156,78.664
Mauritania,26.129,26.429,26.737,27.041,27.372,27.705,28.023,28.352,28.684,29.006,28.911,28.842,28.777,28.707,28.641,28.585,28.494,28.424,28.376,28.335,28.298,28.262,28.071,27.832,27.595,27.362,27.131,27.156,27.191,26.913,26.975,27.102
Mauritius,41.736,41.911,42.029,42.117,42.217,42.214,42.214,42.215,42.211,42.208,39.622,41.533,44.972,43.605,45.151,45.547,44.478,45.562,46.131,47.857,47.253,47.655,49.935,50.395,52.06,51.064,51.786,52.039,53.278,49.936,47.858,50.396
Malawi,78.583,78.536,78.586,78.544,78.579,78.533,78.465,78.397,78.347,78.317,78.234,78.209,78.22,78.235,78.237,76.92,75.551,74.125,72.634,71.081,69.468,68.638,67.792,66.931,66.054,65.16,64.254,64.456,64.666,64.152,64.288,64.637
Malaysia,45.543,45.562,45.612,45.698,45.832,46.006,46.145,45.935,46.041,46.193,46.104,46.118,46.129,46.157,46.14,46.14,46.188,45.531,46.196,46.11,47.963,49.53,52.55,53.681,54.178,54.457,54.955,55.539,56.11,55.963,56.776,56.333
North America,66.6775984441491,67.1887261083017,67.3652628193385,68.1805325904102,68.4734850254457,68.8069757755848,69.4188820764168,69.4255907489785,69.5385113717473,69.5739280233375,69.3196391799429,69.1266993246407,68.8851035451276,68.4885321444344,68.4793580848801,68.5958673397581,68.4527328929038,68.6442698272834,68.4088841206868,67.8653505245653,67.3473728391382,67.2185425575154,66.8887696284055,66.7942883674304,66.6064087531483,66.9722330494302,67.5728597060128,67.8478806387285,68.4785933686779,67.3939527898435,67.9187848649019,68.6805384092902
Namibia,49.809,49.854,49.889,49.938,49.414,48.894,48.379,48.441,48.502,48.565,49.07,49.573,50.079,50.585,51.09,51.594,52.104,52.619,53.142,53.671,54.208,54.75,60.02,58.857,58.494,58.097,57.547,56.915,56.956,55.686,56.468,56.798
New Caledonia,63.194,63.246,63.291,63.459,63.849,63.909,64.068,63.85,63.904,64.032,64.125,64.214,64.44,64.578,64.776,65.143,65.327,65.246,65.304,65.733,66.007,66.103,66.217,66.293,65.272,64.22,63.173,62.135,61.093,61.141,60.916,61.11
Niger,70.218,70.21,70.203,70.203,70.207,70.182,70.166,70.174,70.156,70.135,70.114,70.096,70.075,70.054,70.056,70.04,70.026,70.031,70.027,70.043,70.033,67.92,65.748,63.533,63.529,63.531,63.537,63.553,63.568,62.956,62.895,63.524
Nigeria,56.386,56.418,56.443,56.482,56.538,56.562,56.597,56.641,56.683,56.741,56.744,56.785,56.805,56.833,56.852,56.828,56.817,56.813,56.817,56.823,56.802,56.499,56.2,55.531,54.858,54.183,53.505,52.826,52.147,51.64,51.775,52.052
Nicaragua,33.683,33.645,33.542,33.821,34.379,34.734,35.014,35.306,36.191,37.088,37.992,38.901,39.815,40.735,41.652,42.568,43.492,44.426,45.369,46.32,47.274,48.235,49.206,50.189,50.723,51.218,51.687,51.215,50.697,50.151,50.907,52.017
Netherlands,54.779,56.484,57.156,58.582,59.49,60.789,62.42,63.641,65.529,66.834,68.01,68.966,69.627,70.26,68.703,69.363,71.002,72.185,72.851,73.16,73.694,74.857,75.28,74.578,75.283,75.571,75.85,76.318,77.241,77.624,78.752,79.973
Norway,70.215,69.962,69.928,70.486,72.308,73.759,75.307,76.728,76.392,76.264,76.455,77.352,75.42,75.428,74.754,74.724,75.869,77.246,76.412,75.498,75.636,75.785,75.959,75.838,76.011,75.823,75.17,75.341,75.692,75.803,77.627,77.801
Nepal,21.597,21.737,21.92,22.132,22.359,22.355,22.364,22.398,22.48,22.627,22.612,22.635,22.7,22.803,22.965,23.393,23.754,24.062,24.376,24.752,25.151,25.745,26.478,27.225,27.888,28.742,29.431,29.97,30.365,30.052,30.389,30.33
New Zealand,64.184,64.037,64.053,65.31,66.366,67.846,67.657,67.477,67.795,67.904,68.87,69.529,69.698,69.929,71.102,71.663,72.155,72.349,72.453,72.294,72.765,72.971,73.098,74.311,74.3,75.619,76.917,77.219,77.269,76.652,77.996,79.193
