Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
OECD members,56.8831329463642,56.9981426778287,56.8154258707522,57.4693497304141,57.7275751633,58.0664022415215,58.5293987516392,58.6278342955891,58.8718004028637,59.0519001591096,59.0947724720502,59.2808524427804,59.5124788640768,59.5321260348564,59.9739892518832,60.3713328320904,60.5492560460921,60.9152468459522,61.2826739792911,61.346540602885,61.5125183304456,61.9785726312087,62.2611489741813,62.4497383214653,62.7001404019582,63.20521288148,63.6884046897248,64.1257348703365,64.7448958925903,63.3986927137548,64.5782913797876,65.5742176176853
Oman,23.234,23.42,23.659,23.926,24.124,24.295,24.386,24.551,24.762,24.759,24.855,25.207,25.67,25.819,25.99,26.211,26.488,26.828,27.235,27.642,28.097,28.743,29.534,30.344,31.112,31.836,32.052,32.152,32.279,31.071,31.822,32.784
Other small states,50.5829399190503,50.3233645593287,50.27798856025,50.3693413322182,50.3714080563268,50.3803835835838,50.3527019807734,50.4453794558779,50.6466725863193,50.7695322398477,50.7637985414485,50.9593762840862,51.4918701703169,51.4698609788057,51.7513286028393,52.0843507021014,52.214281909761,52.4762069323258,52.6535458792045,52.6199442786081,52.6660910832171,52.9041248107966,53.5252476584654,53.7112835921318,54.1098080120794,54.16465617827,54.5263286471959,54.7648987639492,55.1689334669559,54.1425784361704,54.8587342294575,55.8274483298914
Pakistan,14.173,14.186,14.505,14.9,12.824,13.95,15.144,15.404,15.892,16.397,16.46,16.527,17.351,18.198,18.893,19.607,19.959,20.55,21.78,22.962,23.17,23.432,23.691,24.004,25.131,24.296,23.464,22.629,24.79,25.065,26.047,25.885
Panama,40.339,41.649,43.001,43.989,45.162,45.464,45.768,45.212,46.042,47.131,48.231,49.342,49.807,49.931,50.847,49.047,49.708,50.692,52.132,50.605,49.105,51.539,53.006,53.451,54.615,54.893,55.052,57.01,59.469,54.233,55.19,54.332
Peru,44.468,44.206,45.617,47.046,50.265,53.023,55.746,56.659,59.585,55.185,60.694,62.321,63.945,65.55,67.129,70.642,73.48,73.583,74.153,75.675,75.057,74.695,74.199,73.094,71.321,71.735,73.382,73.828,73.9,63.22,68.439,69.59
Philippines,48.831,48.948,48.966,48.857,48.734,48.562,48.436,48.611,48.592,48.5,48.469,48.403,48.27,47.916,48.684,48.887,48.857,48.369,49.255,49.523,50.461,50.012,49.945,50.803,50.312,49.788,46.775,47.197,48.328,44.512,46.135,48.422
Papua New Guinea,72.81,71.92,70.798,70.565,71.022,70.663,71.176,71.701,71.766,72.188,70.151,68.025,65.817,63.532,61.181,58.772,56.317,53.828,51.318,48.801,48.864,48.749,48.672,48.179,48.003,47.878,47.835,47.95,47.815,47.387,47.363,47.908
Poland,62.353,62.245,61.768,61.55,60.483,59.923,58.779,58.632,58.628,59.849,60.212,58.723,58.257,57.574,58.012,56.759,56.439,56.893,57.742,58.863,59.182,60.023,60.443,61.389,61.729,62.267,62.834,63.485,63.611,63.71,66.175,67.198
Pre-demographic dividend,60.6364929141663,60.5974164136541,60.4119728958897,60.3440578586366,60.3974395190837,60.354209030399,60.2597826531756,60.1975136144026,60.164225678159,60.1646201212561,60.1669661612936,60.1384491787804,60.0649331311418,60.0574324158286,60.0174513837819,59.8566088976285,59.7627706543528,59.511377956849,59.1798997694393,58.8863816484122,58.6099185564535,58.2002775226095,57.9744448962066,57.6752873757397,57.4960800595359,57.3828724053978,56.9334264288223,56.6462648555824,56.4197958524125,55.7774732783446,56.0489212869311,55.7711929129405
Puerto Rico,35.846,36.717,39.023,38.806,38.609,39.377,40.295,40.288,42.232,40.294,41.221,42.164,43.129,42.798,44.558,44.904,44.226,43.4,42.106,41.133,40.428,40.409,40.395,40.394,40.419,40.562,40.402,40.821,41.183,41.212,41.62,42.882
"Korea, Dem. People's Rep.",71.381,72.186,72.828,73.304,73.952,74.5,75.33,75.685,75.467,75.723,75.713,75.931,76.13,76.321,76.342,76.738,77.118,77.085,77.373,77.61,77.73,77.79,77.836,77.853,78.084,77.755,77.969,78.32,78.346,76.719,77.339,78.824
Portugal,59.799,59.441,59.57,59.705,59.783,59.607,59.684,62.459,63.162,63.768,64.686,65.518,66.678,66.715,67.941,68.431,68.924,69.033,69.061,69.816,69.542,69.78,69.798,70.036,70.355,70.563,71.674,72.376,72.901,71.79,72.851,74.363
Paraguay,53.997,53.922,54.396,54.94,55.727,55.653,56.017,55.696,55.149,54.462,54.051,53.812,53.8,59.447,57.939,53.661,56.244,56.377,57.754,55.715,57.355,62.598,60.629,57.4,57.939,59.885,60.064,62.978,63.757,60.87,63.745,62.723
West Bank and Gaza,12.716,12.71,12.698,12.691,12.694,12.676,12.703,12.756,12.82,12.875,10.451,10.491,13.015,13.4,13.335,14.077,15.64,15.353,15.265,14.727,16.348,16.893,16.591,17.306,18.928,18.397,18.648,18.625,19.428,17.405,18.586,20.061
Pacific island small states,51.4113697545977,51.6200389162458,51.9456263094609,52.1721331214015,52.2387151303148,52.352440180428,52.3137285205371,52.2498779111199,52.2159986692113,52.3413611561198,52.4582202696735,52.5391177254562,52.4247084758111,52.3185134498235,51.8027239692999,52.77281984584,53.776190987403,54.7606025567476,55.8319779667815,56.8154506120719,57.7873289257939,57.4666156498197,57.0936494301417,56.7596274254898,56.2213563596787,55.585350329702,55.7479299021722,55.9793752685908,56.2366854236287,55.4746995506242,55.79137450918,57.0339246127179
Post-demographic dividend,59.9996635364387,60.1817282413395,60.2554734924581,60.7591912027805,61.0204232274684,61.4748521935607,61.9763164748924,62.1219964582232,62.4962263735645,62.8552124149224,63.0146246789596,63.3422817550586,63.6166941380659,63.8648887865574,64.3699905442635,64.8780274323113,65.1162488969654,65.4880915829306,65.608519274004,65.531917888808,65.5645262522551,65.893656840529,66.2179991415746,66.5840513884746,66.7994430198129,67.3701463059217,67.9550892059963,68.4134308618916,69.049679236982,68.2561600966559,69.0427189600857,70.197397015229
French Polynesia,50.651,50.66,50.635,50.653,50.655,50.648,50.622,50.601,50.592,50.593,50.603,50.628,50.687,50.756,50.83,50.894,50.926,51.442,51.984,52.529,53.081,53.637,53.798,53.964,54.183,54.441,54.736,55.074,55.442,55.211,56.06,56.369
Qatar,48.531,48.167,48.475,48.538,48.722,48.721,47.021,46.419,46.439,46.273,46.883,47.144,47.816,47.419,48.25,49.188,50.417,50.138,49.941,51.586,53.257,53.824,54.267,55.682,57.203,57.971,58.727,59.568,60.309,61.143,62.562,65.401
Romania,64.055,64.222,64.293,64.332,64.353,63.556,65.465,64.084,63.817,63.668,62.513,57.798,56.84,57.305,55.381,56.819,56.209,55.566,55.886,55.839,55.908,56.281,56.196,56.833,56.517,56.038,58.125,58.241,58.825,59.197,55.091,56.548
Russian Federation,70.834,70.176,68.022,65.851,65.436,64.46,63.204,62.262,66.339,66.405,64.977,66.095,66.099,67.113,67.867,68.527,69.191,68.838,68.675,67.974,68.256,68.352,68.233,68.439,68.535,69.112,69.06,69.469,69.059,69.405,70.457,71.06
Rwanda,53.981,54.26,54.643,55.102,55.657,55.596,55.474,55.343,55.276,55.291,55.478,55.68,55.822,55.943,56.063,56.163,56.248,56.328,56.401,56.486,56.564,56.609,56.607,56.623,56.653,56.714,56.761,56.143,53.764,58.802,54.649,56.835
South Asia,27.5429865796913,27.5439851481725,27.6894411767339,27.8680650223561,27.9656108300075,28.395167853005,28.840899325689,29.3170218727088,29.6506690299145,30.0330756275959,29.9577362573048,29.8956342328831,29.9233630532485,29.964609218799,29.9976187011239,29.8433772682473,29.6913294125882,29.5658996189658,29.5058958847452,29.4473526841552,28.8522127498426,28.2699710968893,28.4048006894825,28.5176303823128,28.7391807813604,28.7034073654368,28.9329200022082,28.73872178836,28.9226843995762,28.5031565008217,29.4353664509647,30.0499216154977
Saudi Arabia,14.876,14.854,15.117,15.322,15.574,15.889,16.249,16.656,17.112,16.825,16.727,16.927,17.681,18.387,19.001,19.596,19.16,18.936,18.571,19.852,21.154,21.732,21.504,21.73,22.998,24.186,20.91,22.92,25.483,30.654,35.859,35.697
Sudan,25.099,26.041,27.015,28.021,29.048,30.097,30.01,29.914,29.809,29.699,29.587,29.479,29.376,29.281,29.198,29.131,29.077,29.035,29.006,28.99,28.98,29.158,29.265,29.384,29.479,29.57,29.685,29.794,29.868,29.643,29.998,29.843
Senegal,33.652,33.701,33.756,33.827,33.929,33.978,34.052,34.145,34.24,34.329,34.391,34.45,34.517,34.58,34.634,34.662,34.728,34.803,34.886,34.978,35.078,35.183,35.292,35.398,35.511,40.306,36.552,37.846,38.696,38.319,39.1,38.732
Singapore,49.194,50.058,51.119,52.199,53.437,54.444,55.358,55.283,56.343,56.959,57.526,56.633,57.532,58.108,59.407,60.676,59.256,61.921,61.555,63.133,64.001,64.925,65.309,66.708,68.299,68.65,68.45,68.68,70.054,70.404,72.565,72.54
Solomon Islands,83.3,82.756,82.725,82.463,82.109,82.254,82.543,82.69,82.935,84.083,84.796,85.175,84.998,84.814,84.694,84.611,84.55,84.413,84.463,84.182,83.982,84.084,83.99,84.124,84.229,84.083,83.961,83.912,84.011,83.238,83.433,84.223
Sierra Leone,67.713,67.587,67.543,67.507,67.46,67.41,67.38,67.387,67.376,67.355,67.309,67.351,67.362,68.611,67.584,66.548,65.504,64.454,63.4,62.34,61.272,60.198,59.11,58.006,56.7,55.393,54.082,52.769,52.894,52.385,52.343,52.808
El Salvador,41.96,42.877,44.917,46.58,44.916,43.543,43.613,47.77,48.029,47.822,47.634,47.457,49.366,47.492,48.349,49.181,49.444,49.355,49.244,49.123,48.791,49.745,50.831,49.328,48.329,49.153,48.526,48.43,49.74,46.889,48.892,50.077
Somalia,22.66,22.558,22.489,22.408,22.304,22.179,22.049,21.923,21.814,21.733,21.626,21.566,21.538,21.524,21.517,21.47,21.426,21.391,21.381,21.404,21.406,21.446,21.512,21.585,21.657,21.726,21.784,21.839,21.9,21.693,21.815,21.869
Serbia,55.6,55.563,55.488,55.267,55.037,54.783,54.608,54.646,55.143,55.115,55.088,55.057,54.994,54.8,54.632,54.542,55.535,55.028,53.564,52.307,52.891,53.538,54.872,55.958,56.241,58.658,60.083,61.038,61.674,61.167,65.307,66.861
Sub-Saharan Africa (excluding high income),63.5335284451642,63.606528191808,63.642456161949,63.7344455632579,63.9266523123882,63.9953087061016,64.0148197017609,64.0486595254497,64.1045889575718,64.1630630603819,64.2048353197307,64.2988717564616,64.3731801488456,64.4476270027079,64.507498295655,64.3766995998524,64.2216890818045,64.014919186776,63.6953776685764,63.1678633231773,63.1925626689555,62.904109199574,62.7780788446715,62.4949374643487,62.4361503091418,62.3435211630256,62.1962548352303,61.9929096917076,61.8834850306457,61.1419783180496,61.5471858894345,61.7939098447281
South Sudan,70.77,70.803,70.858,70.892,70.879,70.878,70.885,70.846,70.806,70.811,70.8,70.826,70.879,70.919,70.949,70.965,70.983,71.002,71.035,71.096,71.103,71.139,71.222,71.325,71.418,71.492,71.628,71.762,71.857,71.171,71.733,71.846
Sub-Saharan Africa,63.5335284451642,63.606528191808,63.6424561619489,63.7344455632579,63.9266523123882,63.9953087061016,64.0148197017609,64.0486595254497,64.1045889575718,64.1630630603819,64.2048353197307,64.2988717564616,64.3731801488456,64.4476270027079,64.507498295655,64.3766995998524,64.2216890818045,64.0149191867759,63.6953776685764,63.1678633231773,63.1925626689555,62.904109199574,62.7780788446715,62.4949374643487,62.4361503091417,62.3435211630256,62.1962548352303,61.9929096917076,61.8834850306457,61.1419783180497,61.5471858894345,61.7939098447281
Small states,51.9362717066225,51.8245556248459,51.7974238071663,51.8707782193994,51.8822258466549,51.9187229888151,51.8595443683647,51.839848171435,51.8474313587147,51.8902373294072,51.7989660349234,51.9420379224785,52.4004995657488,52.5037738429944,52.7790336551235,53.1121318898296,53.1880886936717,53.4848883395219,53.4389885241595,53.3000236730695,53.4383011924219,53.7995179987932,54.332558633852,54.5733791575171,55.1704309991793,55.1632376083733,55.5141483605464,55.6749382347099,56.0473359319041,54.8324674595618,55.7128571589748,56.4406561248679
Sao Tome and Principe,39.015,39.084,39.156,39.239,39.332,39.394,39.465,39.536,39.59,39.619,39.624,39.618,39.596,39.56,39.512,39.526,39.527,39.521,39.495,39.466,39.416,39.372,39.35,39.35,39.375,39.43,39.512,39.618,39.732,39.325,39.841,39.686
Suriname,35.845,35.635,34.599,34.741,34.567,34.723,34.892,35.071,35.258,36.071,36.89,37.716,38.562,39.411,40.259,41.124,41.993,42.863,43.744,44.643,45.549,46.444,47.318,48.184,49.072,49.998,50.245,50.999,51.207,48.193,49.565,49.751
Slovak Republic,70.689,68.225,65.644,61.208,61.397,62.494,61.892,61.423,62.072,62.944,63.475,62.976,63.453,63.073,61.636,61.066,60.965,61.602,60.908,61.657,60.981,61.889,62.697,64.059,64.547,65.703,66.2,66.213,66.653,66.673,71.215,72.051
Slovenia,60.996,61.216,61.399,61.578,61.806,62.067,62.92,64.595,62.499,63.131,63.495,63.173,62.29,65.037,65.876,66.573,66.562,67.595,67.648,67.344,66.35,66.813,66.356,67.1,67.692,68.456,71.233,71.494,71.765,72.054,73.443,73.975
Sweden,81.354,79.577,77.675,76.583,77.191,77.242,76.551,74.847,76.038,75.516,75.948,76.063,76.005,75.517,75.874,76.28,76.795,76.958,76.41,76.219,77.332,77.881,78.743,79.278,79.894,80.176,80.666,81.021,81.162,80.296,80.738,81.244
Eswatini,46.059,46.084,46.134,46.294,46.487,46.553,46.69,46.869,47.046,47.216,47.339,47.436,47.515,47.593,47.682,47.779,47.871,47.948,48.02,48.103,48.198,48.333,48.48,48.619,48.748,48.98,49.168,49.335,49.522,49.115,49.69,49.709
Syrian Arab Republic,20.086,20.276,20.493,20.875,21.289,19.86,18.535,17.308,19.494,21.902,21.204,20.527,19.87,18.572,17.326,16.128,14.85,14.353,13.878,13.647,15.718,14.238,13.81,14.15,14.436,14.632,14.778,14.874,14.928,14.181,14.468,14.885
Chad,65.016,64.975,64.846,64.245,63.626,63.007,62.394,61.773,61.144,60.512,59.879,59.239,58.591,57.938,57.284,56.63,55.972,55.312,54.653,53.992,53.328,52.663,51.998,51.333,50.669,50.006,49.343,48.681,48.745,48.278,48.255,48.591
East Asia & Pacific (IDA & IBRD countries),73.9041432085537,73.7212916427862,73.3681849413786,73.2994410272386,73.0756379459,72.8445885653496,72.4316716063827,72.2707335091642,72.0048836253458,71.7245362608143,71.116120195203,70.3881984851642,69.8027300401733,69.155953719924,68.6310878398328,68.1103714594212,68.1086760619011,67.6327883651388,67.096980427733,66.6273808233883,66.8598082035218,66.7396419005985,66.4750111993746,66.4987249991543,66.5017834941668,66.43704865528,66.3260860554033,66.5111825400753,66.6456073401103,65.449360265983,66.5659799371907,66.6558630654377
Europe & Central Asia (IDA & IBRD countries),62.0279006515611,61.6891070471205,60.1338084584451,59.9345195890931,59.5828640646402,58.9537932250986,58.1078279268876,57.5808066248687,58.9758471476707,58.4876889064631,57.9842162552746,58.0470227013561,57.6614859855497,57.3657662258409,57.3826510606185,57.4318021983534,57.5327086402068,57.4188970943993,57.5462847134979,57.5474277910827,57.6965588824813,57.76389274616,57.8214881011438,57.9955277925776,58.2089639119622,58.5405739457192,58.791629473699,59.0340877525186,59.0784935983433,58.2080502067672,59.1178897004017,59.8188529565308
Togo,55.378,55.383,55.371,55.456,55.527,55.671,55.826,55.934,56.055,56.17,56.19,56.227,56.272,56.292,56.291,56.277,56.256,56.253,56.263,56.288,56.315,56.361,56.423,56.5,56.592,56.689,56.798,56.922,57.061,56.529,57.011,57.177
Thailand,69.06,68.975,68.921,68.904,69.984,71.076,71.744,70.147,68.957,69.484,69.807,69.952,70.096,70.369,71.69,70.555,71.633,71.586,70.561,69.733,72.36,71.895,68.748,68.488,68.33,67.715,67.199,67.828,67.568,68.018,68.424,69.474
Tajikistan,32.809,32.798,32.807,32.815,32.803,32.778,32.735,32.682,32.623,32.577,32.54,32.499,32.463,32.651,32.167,31.663,31.096,30.531,30.301,30.706,31.128,31.569,32.025,32.495,32.972,33.452,33.115,32.757,32.428,32.148,32.486,32.659
Turkmenistan,55.304,56.391,56.491,57.92,58.63,58.308,59.32,58.875,57.824,57.504,57.267,57.304,57.152,56.895,56.178,55.596,55.023,54.314,54.001,53.602,53.092,52.786,52.573,52.416,52.385,52.392,52.419,52.474,52.551,51.205,51.298,53.084
Latin America & the Caribbean (IDA & IBRD countries),45.3764772177193,46.1883167807675,47.0822086717755,47.8861616017912,48.8117999582018,48.6616718746475,49.8757367754215,50.4263196420155,50.7378460242551,50.871884127003,51.4192596301452,51.9036769199833,52.4926311005807,53.493700802726,54.218082409185,54.676771416068,54.7678976153528,54.7791341202533,55.5130148319334,55.0112233038651,54.6765043907354,55.3429159870887,55.245928479058,55.0659797944057,55.4336498780672,55.7656373098442,56.1603402289585,56.6848802797736,57.2151171140196,53.0467689273208,55.7362915191993,56.7336717223458
Timor-Leste,63.027,62.557,62.116,61.85,61.58,61.201,61.174,61.514,64.994,64.107,63.107,63.816,64.203,64.386,64.341,64.869,64.234,63.531,62.944,62.413,62.143,61.862,61.845,61.67,61.597,61.494,61.914,62.126,61.085,60.508,60.337,60.65
Middle East & North Africa (IDA & IBRD countries),17.4909608001363,17.81404744033,17.7495014475637,18.1286395579389,17.9042596794498,17.7675123667177,17.789237998192,17.8434036570705,18.5039455747153,18.7981317883989,18.9427092036327,18.5165754952797,18.9288190164023,19.3419329948468,19.7792924505057,19.8127619718125,20.0363689615859,19.0603964475949,19.4498405509359,19.3093182350159,18.8592930885939,18.9952948338548,18.9026969242307,18.7910658281119,19.2311644605981,19.8491345401416,19.5665432481183,18.478057586437,17.5892832044125,16.0493544597534,16.2783308258993,16.5757055904199
Tonga,39.839,42.218,44.615,47.013,46.933,46.849,46.764,46.677,46.587,46.497,46.409,46.326,46.25,46.18,46.104,46.015,45.933,45.862,45.782,45.716,45.681,45.634,45.569,45.489,45.401,45.315,45.236,45.165,45.206,44.791,44.833,45.246
South Asia (IDA & IBRD),27.5429865796913,27.5439851481725,27.6894411767339,27.8680650223561,27.9656108300075,28.395167853005,28.840899325689,29.3170218727088,29.6506690299145,30.0330756275959,29.9577362573048,29.8956342328831,29.9233630532485,29.964609218799,29.9976187011239,29.8433772682473,29.6913294125882,29.5658996189658,29.5058958847452,29.4473526841552,28.8522127498426,28.2699710968893,28.4048006894825,28.5176303823128,28.7391807813604,28.7034073654368,28.9329200022082,28.73872178836,28.9226843995762,28.5031565008217,29.4353664509647,30.0499216154977
Sub-Saharan Africa (IDA & IBRD countries),63.5335284451642,63.606528191808,63.642456161949,63.7344455632579,63.9266523123882,63.9953087061016,64.0148197017609,64.0486595254496,64.1045889575718,64.1630630603819,64.2048353197307,64.2988717564617,64.3731801488456,64.4476270027079,64.507498295655,64.3766995998524,64.2216890818045,64.014919186776,63.6953776685764,63.1678633231773,63.1925626689555,62.904109199574,62.7780788446715,62.4949374643487,62.4361503091418,62.3435211630256,62.1962548352303,61.9929096917076,61.8834850306457,61.1419783180497,61.5471858894345,61.7939098447281
Trinidad and Tobago,45.824,47.085,47.088,47.906,48.687,50.629,50.824,51.006,50.545,50.94,50.543,51.44,53.094,55.217,56.948,57.864,56.474,57.397,55.939,54.399,53.452,56.314,56.287,57.327,55.642,56.151,55.903,55.57,55.329,53.977,54.161,53.565
Tunisia,23.837,24.059,24.322,24.603,24.904,25.213,25.53,25.531,25.531,25.528,25.522,25.516,25.515,25.522,25.539,26.424,26.59,27.039,27.173,27.15,27.339,28.447,28.313,28.611,28.915,29.595,29.618,29.702,29.799,28.49,29.077,29.946
Turkiye,36.327,34.689,28.505,33.128,32.646,32.228,30.368,30.681,31.317,27.955,28.503,29.473,28.136,24.75,24.813,24.694,24.81,25.81,27.488,29.288,30.696,31.484,32.97,33.088,34.409,35.652,36.979,37.734,38.15,34.483,36.741,39.434
Tanzania,86.198,86.193,86.179,86.152,86.143,86.14,86.147,86.153,86.162,86.165,86.164,86.664,87.15,87.622,88.079,88.522,87.775,86.997,86.193,85.358,84.484,83.572,82.618,81.616,81.064,80.519,79.975,79.432,78.896,77.57,77.561,78.305
Uganda,63.276,63.453,63.627,63.802,63.985,64.165,64.339,64.508,64.668,64.826,64.98,65.129,65.273,65.416,65.558,65.701,65.844,65.988,66.136,66.29,66.45,66.617,66.922,67.235,67.552,67.869,68.187,68.291,68.409,67.764,68.474,68.445
Ukraine,65.907,66.046,66.183,66.313,66.399,66.411,66.291,66.027,65.679,65.486,65.505,65.753,66.097,66.37,66.541,66.617,66.74,66.138,65.493,64.828,64.271,63.902,63.6,63.441,63.361,63.277,63.201,63.086,63.003,61.961,61.756,
Upper middle income,66.9194959572639,66.8362238524105,66.412195011693,66.4617651193381,66.4318755529799,66.1445507217895,65.9904269174776,65.9187866508119,66.0805110108854,65.8886172719211,65.4491212834419,65.1440331112019,64.8425967632426,64.5791988089681,64.3104735449495,64.0266005391967,64.0968967725196,63.7282561747615,63.4242272994227,62.8685282731093,63.029763753913,63.1086174841548,62.8650567026763,62.7862367325996,62.978739651053,63.1081392127912,63.2466199283234,63.4557804669272,63.7210839490276,61.9327642771031,63.5716316036173,63.8836957344924
Uruguay,51.768,53.029,52.049,54.053,55.631,56.675,58.204,59.731,59.015,59.87,62.58,60.991,60.88,60.3,61.528,63.381,65.353,66.281,67.151,67.059,69.475,69.235,68.102,69.68,69.174,69.163,69.068,68.946,69.528,67.745,70.011,69.745
United States,66.393,67.025,67.233,68.146,68.466,68.83,69.463,69.38,69.427,69.396,69.065,68.701,68.307,67.853,67.893,67.987,67.739,67.954,67.687,67.08,66.519,66.359,65.951,65.9,65.706,66.08,66.682,66.97,67.617,66.605,66.967,67.73
Uzbekistan,48.309,50.151,50.81,51.869,52.371,52.575,52.34,52.204,52.005,51.9,51.725,51.551,51.313,50.647,49.962,49.171,48.202,47.343,46.646,46.163,45.691,45.182,44.702,44.303,43.942,43.734,43.649,43.497,43.334,42.855,43.134,43.563
St. Vincent and the Grenadines,48.956,49.69,50.694,50.751,51.864,52.244,52.881,53.574,54.083,54.428,54.856,55.799,56.886,57.579,58.124,59.121,59.608,59.897,59.75,59.43,59.473,59.743,60.06,60.283,60.498,60.902,61.219,61.663,61.87,59.758,61.043,62.27
"Venezuela, RB",51.298,51.772,51.484,50.908,50.894,51.22,51.243,51.624,50.811,50.555,51.311,50.681,49.343,50.361,52.565,53.253,52.926,53.007,53.336,53.094,53.252,53.152,52.797,52.445,52.1,51.778,50.282,49.264,45.972,42.261,42.772,41.595
Virgin Islands (U.S.),68.14,69.409,74.079,69.676,65.33,61.178,60.735,60.309,59.055,60.394,63.104,62.331,60.991,63.228,64.61,65.249,66.227,66.057,65.478,63.582,63.449,60.872,56.861,55.967,58.207,57.972,58.741,54.867,52.106,53.169,53.525,55.541
Viet Nam,81.011,80.538,80.107,79.637,79.136,78.66,76.703,76.145,76.269,74.506,75.365,74.768,74.12,73.12,74.143,75.147,76.132,76.625,77.123,77.06,77.046,77.271,78.168,78.319,78.178,77.822,77.716,77.27,77.167,74.97,74.181,74.737
Vanuatu,61.466,61.48,61.626,61.189,61.293,61.277,61.064,61.096,61.19,60.933,61.348,61.925,61.808,61.718,61.535,61.139,61.116,60.915,60.894,60.994,60.97,61.098,61.268,61.256,61.427,61.296,61.056,61.037,60.992,60.419,60.917,61.166
World,55.4182795588004,55.370664895597,55.1701160026125,55.279527672321,55.2631580567163,55.2378275377997,55.2697879589742,55.2872494274623,55.4377868255786,55.4062991623469,55.1597911259612,54.94270959739,54.8002913903932,54.6678805371234,54.6236745031398,54.4709719945013,54.4014940842169,54.135429550418,53.9542666886425,53.6065976544854,53.4348786033793,53.280412491739,53.1781578987599,53.1474011869828,53.2219025413255,53.2776238627438,53.3054561033449,53.2828106422783,53.3688891345768,52.163188302784,53.1046653274247,53.4671932190116
Samoa,45.23,45.376,45.263,45.53,45.259,44.969,45.019,44.98,44.94,44.679,44.442,44.34,44.246,44.157,44.088,44.088,43.92,43.925,44.13,44.137,44.013,44.185,44.216,44.234,44.103,43.865,43.875,44.0,43.946,43.576,43.909,44.404
"Yemen, Rep.",17.142,17.278,17.244,17.379,18.343,19.345,20.388,21.47,22.591,21.146,19.772,18.468,17.236,16.074,14.982,13.955,12.99,12.082,11.23,10.431,9.168,8.062,7.096,6.252,5.414,5.374,5.35,5.348,5.348,5.308,5.155,5.221
South Africa,53.072,53.282,53.566,53.845,54.119,54.373,54.555,54.675,54.803,54.946,55.055,55.187,55.335,55.496,55.659,55.796,55.919,56.031,54.686,50.58,53.347,53.071,53.716,53.502,55.152,55.56,56.904,56.455,56.915,52.938,54.041,55.532
Zambia,51.563,51.575,51.629,51.63,51.673,51.707,51.733,51.745,51.774,51.797,51.753,51.71,51.679,51.651,51.626,51.587,51.562,51.547,51.543,51.55,51.593,51.645,51.698,51.765,51.848,51.941,52.057,52.191,52.638,54.736,54.546,52.536
Zimbabwe,60.969,61.021,61.159,61.332,61.447,61.53,61.57,61.607,61.649,61.713,61.749,61.763,61.757,61.785,61.804,61.849,61.868,61.827,61.858,61.895,61.926,61.94,61.894,61.861,61.852,61.841,61.882,61.948,61.986,61.15,61.45,61.376
